City,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age
Woodland Hills,Graduate Degree,Skilled Manual,M,M,1,2,0,2,59103,64
Burlingame,Partial High School,Skilled Manual,M,S,1,2,0,0,52073,50
Kirkland,Partial College,Skilled Manual,F,M,1,0,1,2,60276,44
Sunbury,High School,Skilled Manual,F,M,1,0,1,1,61918,53
La Jolla,Bachelors,Clerical,F,M,1,3,1,2,81831,61
Kassel,High School,Skilled Manual,F,S,0,1,0,0,59186,37
South Melbourne,Bachelors,Skilled Manual,M,M,1,0,1,2,57148,59
Bellingham,Partial College,Clerical,F,M,1,0,0,2,80660,47
Croix,Partial High School,Manual,F,S,0,0,0,0,31573,40
Sooke,Partial College,Management,F,M,1,1,1,2,112207,48
Springwood,Bachelors,Professional,M,S,1,0,0,0,130673,40
Darmstadt,Partial College,Skilled Manual,F,S,0,2,0,0,54068,45
Bottrop,Bachelors,Management,F,M,1,3,1,2,101921,44
Glendale,Graduate Degree,Professional,F,M,1,2,3,3,132795,68
Berlin,Graduate Degree,Professional,M,M,1,2,1,2,134111,43
Chula Vista,Bachelors,Clerical,M,S,0,3,0,0,78263,25
London,Bachelors,Clerical,F,S,0,1,0,0,85427,34
Warrington,Bachelors,Management,F,S,1,2,0,0,105367,47
Oakland,Partial College,Management,M,S,0,2,0,0,105674,29
Kiel,Partial College,Clerical,M,S,0,2,0,0,87512,28
Marysville,Bachelors,Skilled Manual,M,S,1,2,1,1,53800,58
Lebanon,High School,Clerical,M,S,1,3,0,0,84697,43
Seaford,Bachelors,Management,M,M,1,1,2,2,107460,46
Warrnambool,Bachelors,Management,M,S,1,2,0,0,111456,41
London,Graduate Degree,Professional,M,S,1,2,0,0,135305,44
Hervey Bay,Bachelors,Management,M,M,1,3,1,2,109818,39
Pantin,Partial College,Skilled Manual,F,S,0,1,0,0,53390,31
Warrnambool,High School,Manual,M,M,0,1,0,0,32269,28
London,Partial College,Clerical,M,S,0,3,0,0,83798,32
Kirkland,Partial College,Clerical,M,S,0,2,0,0,86281,26
San Francisco,Partial College,Skilled Manual,M,M,1,2,2,2,59242,50
Bury,Bachelors,Management,M,S,1,2,1,1,112627,67
Seaford,Bachelors,Skilled Manual,M,M,1,1,1,1,51794,42
Spokane,High School,Manual,M,M,1,1,2,2,32876,57
Shawnee,High School,Clerical,F,S,1,3,0,0,86407,55
Walla Walla,Partial High School,Manual,M,S,0,0,0,0,36079,49
Burlingame,Partial High School,Manual,M,S,0,1,0,0,34533,25
Yakima,Graduate Degree,Skilled Manual,M,M,0,0,1,1,52847,33
Townsville,Bachelors,Clerical,F,S,0,1,0,0,86796,40
St. Leonards,Graduate Degree,Management,M,M,1,1,1,1,111782,35
Coronado,Graduate Degree,Professional,M,M,1,3,0,3,138411,74
Mühlheim,Graduate Degree,Professional,F,M,1,3,0,2,138041,60
Kirkland,Graduate Degree,Professional,M,M,1,2,0,1,128861,39
Royal Oak,Graduate Degree,Clerical,F,S,0,3,0,0,78362,33
Palo Alto,Graduate Degree,Skilled Manual,F,M,0,1,0,2,59021,36
Sunbury,Bachelors,Clerical,F,S,1,2,0,0,82338,46
Findon,Bachelors,Clerical,M,M,1,1,1,2,78395,66
Burlingame,Partial College,Clerical,M,M,1,0,2,2,77220,48
Eilenburg,Partial College,Manual,F,M,1,1,1,2,26215,61
South Melbourne,Bachelors,Skilled Manual,F,M,1,2,2,2,59433,46
Warrnambool,Partial College,Clerical,F,S,1,3,0,0,76923,48
Caloundra,Partial College,Manual,M,S,0,1,0,0,27551,27
Coronado,Graduate Degree,Management,F,M,1,1,1,2,107095,51
Woodland Hills,Partial College,Skilled Manual,M,S,0,2,0,0,51979,29
Redmond,Partial College,Clerical,F,M,1,1,0,2,79858,45
Spring Valley,Bachelors,Clerical,F,S,1,2,0,0,80019,56
Lake Oswego,Partial College,Skilled Manual,F,M,1,0,1,1,61911,43
Torrance,Graduate Degree,Management,F,M,1,3,0,2,108839,34
Kirkland,Graduate Degree,Management,M,M,1,3,2,2,105166,38
W. Linn,High School,Clerical,M,M,1,3,1,2,87114,51
Colma,Graduate Degree,Professional,M,M,1,1,1,1,128980,36
Hawthorne,Graduate Degree,Management,F,S,1,1,0,0,102669,38
Villeneuve-d'Ascq,Partial College,Skilled Manual,M,S,0,1,0,0,58751,35
Everett,Graduate Degree,Skilled Manual,M,S,0,1,0,0,57188,35
Concord,High School,Manual,M,M,1,1,1,2,32588,49
Vancouver,High School,Clerical,M,M,1,1,0,2,80254,44
Esher-Molesey,Partial College,Manual,M,M,1,0,1,2,29743,50
Erlangen,Graduate Degree,Management,M,S,1,2,0,0,104407,43
Gateshead,Graduate Degree,Manual,F,S,0,0,0,0,33957,31
Verrieres Le Buisson,Partial High School,Manual,M,S,0,1,0,0,26097,33
Chula Vista,Bachelors,Manual,M,M,0,1,1,1,29582,34
Puyallup,Bachelors,Skilled Manual,F,M,1,1,0,2,55721,62
St. Leonards,High School,Manual,M,S,0,0,0,0,34524,28
Paris,Graduate Degree,Clerical,F,M,1,2,0,1,80552,37
Saint Germain en Laye,High School,Skilled Manual,M,S,0,2,0,0,53494,37
Newport Beach,High School,Manual,F,S,1,0,1,1,33952,60
Oxford,High School,Skilled Manual,M,M,1,0,0,2,58004,54
Bellingham,Bachelors,Professional,M,M,1,2,1,2,132545,36
Seaford,Bachelors,Manual,F,S,0,1,0,0,25474,46
Burien,Bachelors,Skilled Manual,F,M,1,1,0,2,51261,40
Ingolstadt,Bachelors,Clerical,F,S,0,2,0,0,76934,39
Milsons Point,High School,Skilled Manual,M,M,0,1,1,1,51356,32
Watford,Graduate Degree,Professional,M,M,1,0,1,2,133514,35
Gold Coast,Bachelors,Clerical,M,S,0,1,0,0,83421,40
Everett,Partial College,Clerical,M,S,0,1,0,0,86830,38
Torrance,Graduate Degree,Clerical,F,S,1,1,0,0,83252,52
Perth,Partial College,Skilled Manual,F,M,1,0,1,2,56590,67
Goulburn,Partial College,Skilled Manual,F,M,1,1,1,2,51675,55
Olympia,Graduate Degree,Clerical,M,M,1,1,0,1,77618,32
El Cajon,Bachelors,Clerical,M,M,1,3,1,2,86879,46
Paderborn,High School,Clerical,M,M,1,2,0,2,86327,93
Edmonds,Bachelors,Skilled Manual,F,S,0,1,0,0,51976,40
High Wycombe,Bachelors,Manual,F,M,0,1,1,2,28092,37
Lakewood,Partial College,Management,M,M,1,2,1,2,107417,42
Westminster,High School,Clerical,F,S,1,1,0,0,77334,50
South Melbourne,Partial College,Clerical,M,S,1,1,0,0,83240,51
Woolston,Partial College,Clerical,F,M,0,0,0,0,80958,25
Sooke,Graduate Degree,Skilled Manual,F,S,0,0,0,0,54129,46
Burlingame,Bachelors,Management,M,M,1,2,1,2,102464,42
Paris,Partial College,Clerical,F,S,1,0,1,1,80414,58
Renton,Partial High School,Skilled Manual,M,M,1,2,0,2,52859,49
Mühlheim,Partial College,Management,M,M,1,3,0,1,109543,34
Langford,Graduate Degree,Manual,F,M,1,1,1,2,34460,67
Rockhampton,Bachelors,Clerical,M,S,0,1,0,0,85712,30
Burien,Partial College,Management,F,M,1,2,1,2,109007,48
Runcorn,Bachelors,Professional,M,M,1,2,1,2,136289,41
Townsville,Bachelors,Clerical,F,M,1,1,1,2,82017,40
Stuttgart,Partial High School,Manual,M,S,1,1,1,1,29878,57
Concord,Graduate Degree,Management,M,M,1,1,0,0,112284,31
Concord,Bachelors,Clerical,F,S,0,1,0,0,82283,41
San Francisco,High School,Manual,M,M,1,0,2,2,35377,48
Burien,High School,Skilled Manual,F,M,1,0,0,2,55215,47
London,Partial College,Clerical,M,M,1,2,0,2,81517,51
Sydney,Graduate Degree,Professional,M,S,1,1,0,0,137231,39
National City,Bachelors,Management,M,M,1,2,1,2,108096,59
Bellingham,Partial College,Clerical,M,M,1,1,1,2,82649,43
Lieusaint,Graduate Degree,Clerical,M,M,1,2,0,1,78680,36
Cloverdale,Graduate Degree,Manual,F,M,0,0,1,2,29900,35
West Covina,High School,Clerical,F,M,0,2,0,0,86362,28
Bonn,Partial College,Clerical,F,M,1,0,2,2,84218,49
Springwood,High School,Manual,M,M,1,1,1,2,26631,61
Marysville,Graduate Degree,Clerical,M,S,1,3,1,1,87212,75
Sulzbach Taunus,Graduate Degree,Manual,M,S,0,0,0,0,35510,44
Bobigny,Partial High School,Manual,F,M,1,1,0,2,26588,59
Metz,Bachelors,Skilled Manual,M,S,0,1,0,0,53696,34
Chatou,Partial College,Management,F,M,1,3,1,1,112440,49
Lane Cove,Bachelors,Manual,M,M,1,1,1,2,35196,64
Melbourne,Partial College,Skilled Manual,M,S,0,1,0,0,61753,26
York,Partial College,Manual,F,M,1,1,0,2,31513,49
Shawnee,High School,Manual,M,M,1,1,1,2,29010,52
London,Partial High School,Manual,F,S,0,1,0,0,29514,25
San Carlos,Graduate Degree,Clerical,M,S,0,1,0,0,77557,34
Long Beach,High School,Clerical,F,M,1,3,0,2,80338,51
Cliffside,Graduate Degree,Professional,M,M,1,3,0,0,138360,35
Oakland,Partial High School,Skilled Manual,M,S,1,2,0,0,51333,49
Long Beach,Bachelors,Skilled Manual,F,M,1,2,2,2,53446,57
Beaverton,Partial College,Manual,M,M,0,0,0,0,26682,29
Spokane,Partial High School,Skilled Manual,F,S,1,1,0,0,59077,49
Portland,High School,Clerical,M,M,1,1,1,2,85434,44
Hobart,Bachelors,Skilled Manual,M,M,1,1,1,2,62542,47
Paris,High School,Skilled Manual,F,M,1,0,1,2,51742,61
San Gabriel,Bachelors,Management,F,M,1,1,1,1,109532,43
Berkeley,Partial College,Clerical,F,S,0,0,0,0,84415,27
Bottrop,Bachelors,Manual,F,M,1,1,0,1,34056,45
Salem,Bachelors,Clerical,F,S,1,0,0,1,78156,63
Findon,Partial College,Skilled Manual,M,M,1,2,0,2,59975,55
Salzgitter,Bachelors,Clerical,M,M,1,2,1,1,84466,40
Port Macquarie,Partial College,Skilled Manual,F,M,1,2,1,2,61585,43
Beaverton,Partial High School,Skilled Manual,M,S,0,2,0,0,52551,28
Mill Valley,Bachelors,Clerical,M,S,0,1,0,0,85794,38
Melbourne,Bachelors,Manual,M,M,0,0,0,0,31600,25
Lake Oswego,Partial High School,Manual,F,M,1,0,1,2,36232,50
Solingen,High School,Manual,M,S,0,1,0,0,31355,28
Sooke,Bachelors,Management,F,M,1,1,1,1,112205,40
Bobigny,Partial College,Skilled Manual,F,M,1,1,1,1,55500,40
Bellingham,Partial College,Management,F,M,1,3,0,2,103160,69
Neunkirchen,Bachelors,Skilled Manual,F,M,1,2,0,3,60202,85
Saint Ouen,Bachelors,Management,M,M,1,3,1,2,109111,43
Salem,Graduate Degree,Management,F,M,1,1,1,2,105761,36
Colma,Bachelors,Professional,M,S,1,3,0,0,131017,37
Wollongong,Partial High School,Manual,M,M,0,1,1,1,36498,35
Novato,Bachelors,Clerical,M,S,1,2,0,0,79438,43
Burbank,Partial College,Skilled Manual,F,M,0,2,0,0,57198,27
Findon,High School,Skilled Manual,M,M,0,1,0,0,54685,28
Los Angeles,Bachelors,Clerical,F,S,0,2,0,0,80053,40
Duesseldorf,High School,Manual,M,S,0,0,0,0,30269,35
El Cajon,Partial College,Clerical,M,M,1,3,1,2,82681,48
Milton Keynes,Partial College,Clerical,M,S,1,2,0,0,76797,45
Lebanon,Partial High School,Manual,M,S,0,0,0,0,35956,47
Wollongong,Bachelors,Management,M,S,1,1,0,0,109253,38
Newcastle upon Tyne,High School,Manual,F,S,0,1,0,0,30854,34
London,Graduate Degree,Skilled Manual,M,M,0,1,1,1,60861,36
Bellingham,Graduate Degree,Clerical,M,M,1,0,1,2,79707,71
Redwood City,High School,Skilled Manual,F,M,0,1,0,0,52631,27
Brisbane,Bachelors,Professional,M,M,1,3,1,2,135669,37
Sedro Woolley,High School,Skilled Manual,M,M,0,1,0,0,57409,26
Goulburn,Partial College,Clerical,F,M,1,0,2,2,79576,58
Burien,Partial College,Skilled Manual,F,M,1,1,1,2,61277,43
Daly City,Bachelors,Skilled Manual,F,S,0,1,0,0,57661,39
Puyallup,Graduate Degree,Professional,F,S,1,2,0,0,127729,41
London,Graduate Degree,Management,M,M,0,1,0,0,111541,26
Gold Coast,Bachelors,Manual,M,M,0,1,1,1,36995,41
Puyallup,Partial College,Skilled Manual,M,M,1,1,0,1,56075,53
Oakland,Partial High School,Skilled Manual,M,S,1,0,0,0,52120,51
Walla Walla,Partial College,Clerical,M,S,1,3,0,0,80044,44
Coronado,Graduate Degree,Management,F,S,1,2,0,0,106577,37
Fremont,Bachelors,Skilled Manual,F,S,0,2,0,0,60690,43
Cliffside,High School,Skilled Manual,F,M,1,2,0,2,54944,57
Croix,Partial College,Skilled Manual,M,S,0,2,0,0,52244,41
Concord,Bachelors,Skilled Manual,F,M,1,2,2,2,54170,40
Roubaix,Partial College,Skilled Manual,F,S,1,0,0,0,58057,51
Warrington,Partial High School,Skilled Manual,F,S,0,0,0,0,59039,34
Bellingham,High School,Clerical,M,S,0,2,0,0,81686,31
Cergy,High School,Skilled Manual,M,S,0,0,0,0,62027,32
Chula Vista,Partial College,Clerical,F,M,1,1,0,2,80457,48
Metz,Partial College,Skilled Manual,M,S,1,0,0,1,56020,58
El Cajon,High School,Manual,F,S,1,0,0,0,34715,57
Darmstadt,Graduate Degree,Professional,F,M,1,2,2,2,131581,43
Goulburn,High School,Manual,F,S,0,0,0,0,34722,32
North Sydney,Bachelors,Management,F,M,1,0,1,2,101866,41
York,High School,Manual,M,M,1,0,1,2,30668,51
Langford,Partial High School,Manual,F,S,0,1,0,0,34398,27
Imperial Beach,Bachelors,Management,F,S,1,2,0,0,112038,37
Lynnwood,Graduate Degree,Clerical,F,S,1,0,0,0,79421,52
Esher-Molesey,Partial High School,Skilled Manual,F,S,0,1,0,0,56553,34
Paris La Defense,Partial High School,Skilled Manual,F,S,0,2,0,0,51642,30
Ballard,Bachelors,Skilled Manual,M,S,0,1,0,0,62072,36
Perth,High School,Skilled Manual,F,S,1,2,0,0,59137,57
Imperial Beach,Graduate Degree,Clerical,F,M,1,2,0,1,82347,35
La Jolla,Bachelors,Skilled Manual,M,M,1,1,1,2,56962,62
Morangis,Partial College,Clerical,F,S,1,1,0,0,78274,44
Rockhampton,Partial College,Manual,M,M,1,1,1,2,31264,42
Edmonds,High School,Clerical,F,M,1,0,0,2,77054,49
Bremerton,High School,Clerical,M,S,1,2,0,0,83827,45
Paris,High School,Manual,M,S,0,0,0,0,32034,25
Salem,Graduate Degree,Professional,M,M,1,2,0,0,128435,32
Grossmont,Graduate Degree,Professional,M,S,1,3,0,0,139115,38
Issaquah,Bachelors,Clerical,M,S,0,3,0,0,87363,37
Lake Oswego,Graduate Degree,Professional,F,M,1,2,0,2,129474,36
Burien,Graduate Degree,Clerical,F,M,1,2,0,2,87248,61
Frankfurt,Graduate Degree,Skilled Manual,M,M,1,1,0,1,53983,47
Renton,High School,Skilled Manual,M,M,1,2,0,2,59462,48
Glendale,Partial College,Clerical,M,M,1,2,2,2,81836,55
Eilenburg,Bachelors,Professional,M,M,1,2,0,0,129803,46
Lebanon,High School,Manual,F,S,1,1,0,0,36206,54
Milton Keynes,Partial College,Clerical,F,S,0,2,0,0,82259,28
Concord,Bachelors,Clerical,F,M,1,2,0,2,79525,59
Perth,High School,Clerical,F,S,1,2,0,0,78774,48
El Cajon,Partial College,Management,M,M,0,2,0,0,110960,26
Matraville,Partial College,Management,M,S,0,2,0,0,102458,26
Shawnee,High School,Clerical,M,M,1,2,0,1,84973,50
Newcastle,High School,Clerical,M,M,1,0,0,2,81179,49
Issaquah,Graduate Degree,Professional,F,S,1,2,0,0,134070,46
Beverly Hills,Bachelors,Skilled Manual,F,S,0,2,0,0,51581,44
Issaquah,Graduate Degree,Professional,F,S,1,2,0,0,138268,35
Berlin,Partial College,Manual,M,S,0,0,0,0,28661,37
Caloundra,Bachelors,Clerical,F,S,0,2,0,0,80373,28
South Melbourne,Partial High School,Manual,M,M,1,1,0,2,36432,57
Dunkerque,Partial High School,Skilled Manual,F,S,0,2,0,0,54542,38
Renton,High School,Clerical,F,M,1,0,1,2,82346,50
North Ryde,Graduate Degree,Professional,M,S,1,2,0,0,136267,38
Redmond,High School,Clerical,M,S,1,3,0,0,87637,44
Woolston,High School,Skilled Manual,M,S,1,1,0,0,53452,57
Beverly Hills,Partial High School,Manual,M,S,0,1,0,0,27396,28
Kiel,High School,Manual,F,S,0,0,0,0,31237,31
Imperial Beach,Bachelors,Skilled Manual,F,M,1,1,0,3,56194,67
Edmonds,Partial College,Skilled Manual,M,M,1,0,1,1,60156,44
Lake Oswego,Graduate Degree,Clerical,M,M,1,1,0,2,85818,34
Santa Cruz,Bachelors,Skilled Manual,M,S,0,2,0,0,58106,39
San Gabriel,Partial College,Manual,M,M,0,1,0,0,35711,30
Brisbane,Partial College,Skilled Manual,M,M,1,1,0,2,53156,45
La Jolla,Bachelors,Management,F,S,1,2,0,0,102437,38
Offenbach,Partial College,Clerical,M,S,1,1,0,0,87695,51
Bellflower,Bachelors,Professional,F,S,1,3,0,1,128551,58
Versailles,High School,Clerical,F,M,1,2,1,2,81979,60
Newcastle,High School,Clerical,M,M,1,3,1,2,83344,57
San Carlos,Bachelors,Skilled Manual,M,M,1,1,0,2,54149,61
Vancouver,Partial College,Manual,M,S,1,0,0,0,28519,55
Berkeley,Graduate Degree,Manual,F,S,0,0,0,0,25979,40
Sydney,Graduate Degree,Skilled Manual,F,S,1,2,1,1,57610,63
Darmstadt,Partial College,Management,F,S,1,1,0,0,103950,42
Coronado,Bachelors,Management,F,S,1,2,0,0,107402,56
Billericay,High School,Clerical,F,S,1,1,0,0,85769,49
South Melbourne,Partial College,Management,F,S,1,2,0,0,107571,50
Melton,Partial College,Management,M,S,1,3,0,0,107182,49
Silverwater,Bachelors,Management,M,M,1,0,2,2,104945,40
Portland,Graduate Degree,Clerical,F,S,1,1,0,0,86048,52
Columbus,High School,Manual,M,S,0,1,0,0,34477,28
Cliffside,Graduate Degree,Professional,M,S,1,2,0,0,131024,35
Bracknell,Partial College,Manual,F,M,0,0,1,2,29907,33
Coronado,Partial College,Manual,F,M,0,0,0,0,27019,28
Newcastle upon Tyne,Graduate Degree,Professional,M,S,1,3,0,1,128868,58
Watford,Partial College,Clerical,M,S,0,2,0,0,79100,35
Coronado,Partial College,Manual,F,M,1,1,0,1,25554,45
Cloverdale,Partial College,Skilled Manual,M,S,0,0,0,0,57725,44
Saint-Denis,High School,Manual,M,M,1,1,1,2,34632,53
San Carlos,Bachelors,Clerical,M,M,1,2,0,2,83117,63
Bellflower,Partial College,Skilled Manual,F,S,0,1,0,0,54015,31
Burbank,Partial College,Skilled Manual,F,S,0,1,0,0,58812,45
Yakima,Graduate Degree,Skilled Manual,F,M,0,1,1,1,59453,35
Westminster,High School,Skilled Manual,F,M,1,1,0,2,57914,56
Santa Monica,High School,Skilled Manual,M,S,1,1,0,0,57823,49
Brisbane,Bachelors,Manual,M,M,0,0,0,0,27339,30
Downey,High School,Skilled Manual,M,S,1,1,1,1,53814,59
Newton,Graduate Degree,Professional,M,S,0,1,0,0,137813,31
Ballard,Partial College,Skilled Manual,F,S,1,2,0,1,58098,57
W. Linn,High School,Skilled Manual,M,M,1,1,2,3,62056,58
Chula Vista,Graduate Degree,Clerical,M,M,1,2,0,2,78255,65
Malabar,Partial College,Skilled Manual,M,S,0,1,0,0,61860,25
Long Beach,High School,Clerical,M,M,0,0,0,0,84981,26
Geelong,High School,Skilled Manual,M,S,0,2,0,0,55655,27
Paris,Bachelors,Management,F,M,1,3,1,2,102292,60
Campbellsville,Partial College,Skilled Manual,M,M,1,1,1,2,59760,48
Berkeley,Partial College,Manual,M,S,0,1,0,0,29199,45
Beverly Hills,Bachelors,Manual,M,M,1,0,1,2,37212,55
Solingen,Partial College,Skilled Manual,F,M,1,1,0,2,61517,49
Port Orchard,Bachelors,Skilled Manual,M,S,0,0,0,0,54220,40
Newport Beach,Graduate Degree,Professional,M,M,1,2,0,0,132568,36
St. Leonards,High School,Clerical,F,M,1,0,1,2,87055,58
Lynnwood,Graduate Degree,Skilled Manual,F,S,1,1,0,1,55358,62
Neunkirchen,Partial College,Clerical,M,M,1,0,0,2,78628,50
Spokane,Bachelors,Skilled Manual,M,S,0,1,0,0,55174,40
Marysville,Graduate Degree,Skilled Manual,M,M,0,0,1,1,56347,34
Beverly Hills,Graduate Degree,Skilled Manual,F,M,1,0,1,2,55051,46
West Sussex,Partial College,Manual,F,S,0,0,0,0,36554,50
Bellflower,Partial High School,Manual,M,M,1,0,0,2,30334,51
Lieusaint,Graduate Degree,Manual,F,M,1,1,0,2,36179,68
N. Vancouver,Partial College,Clerical,F,M,0,2,0,0,87055,31
San Carlos,Bachelors,Professional,M,M,1,2,1,2,133949,62
Berlin,High School,Manual,F,S,0,0,0,0,27429,49
North Ryde,Bachelors,Professional,M,S,0,2,0,0,131431,27
Berlin,Graduate Degree,Professional,M,S,1,2,0,0,136051,43
San Gabriel,Partial College,Management,F,S,0,2,0,0,108470,30
Hobart,Bachelors,Skilled Manual,M,M,1,1,1,2,60908,64
Seaford,Partial College,Skilled Manual,F,S,0,1,0,0,50982,28
Pantin,Partial College,Skilled Manual,F,M,1,0,1,2,57561,63
La Jolla,Graduate Degree,Professional,F,S,0,2,0,0,130894,32
Lemon Grove,Bachelors,Skilled Manual,M,M,1,0,1,1,62211,42
Peterborough,Partial College,Skilled Manual,M,S,0,2,0,0,57552,37
Saint-Denis,Partial College,Clerical,F,M,1,1,1,2,85843,41
Oxford,High School,Skilled Manual,F,M,1,1,0,2,53292,55
Port Macquarie,Partial College,Skilled Manual,M,M,0,1,0,0,52280,26
Leeds,Partial High School,Manual,F,S,0,0,0,0,25920,33
Puyallup,Partial College,Manual,M,M,1,0,1,1,30098,43
Portland,Partial College,Management,F,S,1,2,1,1,106157,58
Langford,Graduate Degree,Skilled Manual,F,M,0,1,0,1,54834,33
Brisbane,Bachelors,Professional,F,S,1,2,0,0,129616,46
Beaverton,Partial College,Skilled Manual,M,M,1,2,1,2,61975,43
Walla Walla,Partial College,Manual,F,M,1,0,0,2,36520,58
St. Leonards,Partial High School,Manual,M,M,0,0,0,1,32291,33
Newcastle,Partial High School,Skilled Manual,F,M,1,2,1,2,52761,54
Walla Walla,Bachelors,Management,M,M,1,2,1,2,112435,41
Neunkirchen,Bachelors,Management,F,M,1,1,2,2,102363,40
Colombes,Partial College,Management,F,M,1,1,2,2,103171,48
Long Beach,Bachelors,Clerical,F,S,0,1,0,0,76935,42
Haney,Partial College,Clerical,F,S,0,3,0,0,86923,42
Salem,Partial College,Skilled Manual,F,S,1,1,1,1,56511,58
Peterborough,Partial College,Clerical,F,M,0,3,0,0,85062,25
Sèvres,High School,Skilled Manual,M,S,0,1,0,0,52179,32
Palo Alto,Partial College,Manual,M,M,1,1,0,1,36531,46
Royal Oak,Partial High School,Manual,F,S,1,0,0,0,30544,55
North Ryde,High School,Clerical,F,S,1,1,0,0,78418,49
N. Vancouver,Graduate Degree,Professional,M,S,1,1,0,0,132084,45
Goulburn,Graduate Degree,Clerical,F,M,1,1,1,1,81039,35
Burien,Graduate Degree,Management,F,S,1,3,0,0,104562,47
Rockhampton,Bachelors,Clerical,F,M,1,1,0,2,76738,64
Lincoln Acres,Partial College,Manual,M,M,1,0,0,2,27600,49
Lille,Partial High School,Skilled Manual,M,S,0,0,0,0,60712,33
Suresnes,High School,Manual,M,M,0,0,1,2,25765,32
Rockhampton,Partial College,Management,M,S,1,1,0,0,106129,44
Bonn,High School,Clerical,M,M,1,0,1,2,82758,52
Concord,Graduate Degree,Professional,F,M,1,3,0,0,134126,46
Hawthorne,Bachelors,Clerical,F,S,0,2,0,0,78455,42
Portland,Graduate Degree,Professional,M,S,0,0,0,0,138889,31
Tacoma,High School,Skilled Manual,F,M,1,1,0,1,58334,48
Dunkerque,Partial High School,Manual,F,S,0,1,0,0,30559,34
Saint Ouen,High School,Manual,M,M,1,1,1,2,32271,55
Newport Beach,Graduate Degree,Manual,F,M,1,1,0,2,31815,65
Bellflower,Graduate Degree,Management,F,M,1,2,1,2,107124,36
Colma,Partial College,Manual,F,M,1,1,1,2,29529,55
Rockhampton,Bachelors,Professional,M,S,1,1,0,0,128303,44
San Carlos,Bachelors,Skilled Manual,F,S,0,1,0,0,58001,37
London,Partial College,Clerical,F,S,0,3,0,0,86872,38
La Jolla,Partial College,Skilled Manual,M,M,1,1,0,1,59819,48
Olympia,Partial College,Skilled Manual,M,S,1,2,0,0,55779,49
El Cajon,High School,Skilled Manual,F,M,1,1,1,2,61221,44
Coronado,Partial College,Clerical,F,S,0,1,0,0,86010,25
Yakima,Bachelors,Management,M,M,1,1,2,2,106087,35
Bremerton,High School,Skilled Manual,F,M,1,2,1,1,61154,56
Lancaster,Partial College,Skilled Manual,F,S,1,2,0,0,59176,49
Shawnee,Graduate Degree,Professional,F,S,1,2,0,1,136709,71
Matraville,High School,Clerical,M,S,1,0,0,0,78379,55
National City,Graduate Degree,Manual,M,S,1,1,1,1,26349,71
Long Beach,Bachelors,Management,F,S,1,3,0,0,104349,41
Paris,Bachelors,Clerical,M,M,1,2,1,1,85542,39
Metz,Bachelors,Management,F,M,1,3,1,2,105678,44
Kirkby,Bachelors,Management,M,M,1,0,0,2,105733,59
Oxon,Partial College,Management,M,M,1,1,0,2,109518,55
Werne,High School,Skilled Manual,F,S,1,1,0,0,58583,52
Berkeley,Graduate Degree,Professional,M,M,1,2,0,0,128792,52
N. Vancouver,Graduate Degree,Professional,F,M,1,1,0,2,136161,40
Bellflower,Partial College,Clerical,M,M,1,1,0,2,87247,53
Bellflower,High School,Clerical,F,S,0,3,0,0,85687,30
Concord,Partial College,Clerical,F,M,1,3,0,2,78374,53
Burien,Partial College,Clerical,M,M,0,0,0,0,81649,29
Hamburg,Partial College,Skilled Manual,F,S,0,1,0,0,56307,46
Santa Cruz,Partial College,Skilled Manual,F,S,0,2,0,0,60939,29
